region,x,y,side,IW_Theta,IP_Theta,CW_Theta,CP_Theta,wavelength,intensity,integration_time
A,0.0,0.0,x,0,0,-45,-45,398.7626953125,1638.0,500000
A,0.0,0.0,x,0,0,-45,-45,399.55195997711417,1617.0,500000
A,0.0,0.0,x,0,0,-45,-45,400.34115237221704,1617.0,500000
A,0.0,0.0,x,0,0,-45,-45,401.1302724978086,1615.0,500000
A,0.0,0.0,x,0,0,-45,-45,401.9193203538889,1626.0,500000
A,0.0,0.0,x,0,0,-45,-45,402.7082959404579,1627.0,500000
A,0.0,0.0,x,0,0,-45,-45,403.4971992575156,1636.0,500000
A,0.0,0.0,x,0,0,-45,-45,404.286030305062,1649.0,500000
A,0.0,0.0,x,0,0,-45,-45,405.07478908309713,1672.0,500000
A,0.0,0.0,x,0,0,-45,-45,405.86347559162095,1680.0,500000
A,0.0,0.0,x,0,0,-45,-45,406.6520898306335,1653.0,500000
A,0.0,0.0,x,0,0,-45,-45,407.4406318001347,1637.0,500000
A,0.0,0.0,x,0,0,-45,-45,408.22910150012467,1637.0,500000
A,0.0,0.0,x,0,0,-45,-45,409.0174989306033,1639.0,500000
A,0.0,0.0,x,0,0,-45,-45,409.8058240915707,1642.0,500000
A,0.0,0.0,x,0,0,-45,-45,410.59407698302675,1635.0,500000
A,0.0,0.0,x,0,0,-45,-45,411.3822576049715,1640.0,500000
A,0.0,0.0,x,0,0,-45,-45,412.170365957405,1637.0,500000
A,0.0,0.0,x,0,0,-45,-45,412.9584020403272,1648.0,500000
A,0.0,0.0,x,0,0,-45,-45,413.7463658537381,1645.0,500000
A,0.0,0.0,x,0,0,-45,-45,414.5342573976377,1654.0,500000
A,0.0,0.0,x,0,0,-45,-45,415.322076672026,1653.0,500000
A,0.0,0.0,x,0,0,-45,-45,416.10982367690303,1653.0,500000
A,0.0,0.0,x,0,0,-45,-45,416.89749841226876,1656.0,500000
A,0.0,0.0,x,0,0,-45,-45,417.6851008781232,1661.0,500000
A,0.0,0.0,x,0,0,-45,-45,418.47263107446634,1660.0,500000
A,0.0,0.0,x,0,0,-45,-45,419.2600890012982,1660.0,500000
A,0.0,0.0,x,0,0,-45,-45,420.04747465861874,1663.0,500000
A,0.0,0.0,x,0,0,-45,-45,420.834788046428,1669.0,500000
A,0.0,0.0,x,0,0,-45,-45,421.622029164726,1667.0,500000
A,0.0,0.0,x,0,0,-45,-45,422.40919801351265,1678.0,500000
A,0.0,0.0,x,0,0,-45,-45,423.19629459278804,1672.0,500000
A,0.0,0.0,x,0,0,-45,-45,423.9833189025521,1682.0,500000
A,0.0,0.0,x,0,0,-45,-45,424.7702709428049,1682.0,500000
A,0.0,0.0,x,0,0,-45,-45,425.55715071354643,1676.0,500000
A,0.0,0.0,x,0,0,-45,-45,426.34395821477665,1684.0,500000
A,0.0,0.0,x,0,0,-45,-45,427.13069344649557,1691.0,500000
A,0.0,0.0,x,0,0,-45,-45,427.9173564087032,1694.0,500000
A,0.0,0.0,x,0,0,-45,-45,428.70394710139954,1700.0,500000
A,0.0,0.0,x,0,0,-45,-45,429.4904655245846,1694.0,500000
A,0.0,0.0,x,0,0,-45,-45,430.27691167825833,1693.0,500000
A,0.0,0.0,x,0,0,-45,-45,431.0632855624208,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,431.84958717707195,1704.0,500000
A,0.0,0.0,x,0,0,-45,-45,432.6358165222118,1707.0,500000
A,0.0,0.0,x,0,0,-45,-45,433.4219735978404,1711.0,500000
A,0.0,0.0,x,0,0,-45,-45,434.2080584039577,1743.0,500000
A,0.0,0.0,x,0,0,-45,-45,434.9940709405637,1940.0,500000
A,0.0,0.0,x,0,0,-45,-45,435.7800112076584,2368.0,500000
A,0.0,0.0,x,0,0,-45,-45,436.5658792052418,2855.0,500000
A,0.0,0.0,x,0,0,-45,-45,437.3516749333139,2603.0,500000
A,0.0,0.0,x,0,0,-45,-45,438.13739839187474,1889.0,500000
A,0.0,0.0,x,0,0,-45,-45,438.92304958092427,1733.0,500000
A,0.0,0.0,x,0,0,-45,-45,439.7086285004625,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,440.49413515048946,1709.0,500000
A,0.0,0.0,x,0,0,-45,-45,441.2795695310051,1716.0,500000
A,0.0,0.0,x,0,0,-45,-45,442.06493164200947,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,442.85022148350254,1702.0,500000
A,0.0,0.0,x,0,0,-45,-45,443.6354390554843,1703.0,500000
A,0.0,0.0,x,0,0,-45,-45,444.4205843579548,1710.0,500000
A,0.0,0.0,x,0,0,-45,-45,445.205657390914,1703.0,500000
A,0.0,0.0,x,0,0,-45,-45,445.9906581543619,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,446.7755866482985,1701.0,500000
A,0.0,0.0,x,0,0,-45,-45,447.5604428727238,1710.0,500000
A,0.0,0.0,x,0,0,-45,-45,448.3452268276378,1703.0,500000
A,0.0,0.0,x,0,0,-45,-45,449.12993851304054,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,449.914577928932,1704.0,500000
A,0.0,0.0,x,0,0,-45,-45,450.6991450753121,1700.0,500000
A,0.0,0.0,x,0,0,-45,-45,451.48363995218097,1702.0,500000
A,0.0,0.0,x,0,0,-45,-45,452.2680625595385,1707.0,500000
A,0.0,0.0,x,0,0,-45,-45,453.0524128973848,1696.0,500000
A,0.0,0.0,x,0,0,-45,-45,453.83669096571975,1700.0,500000
A,0.0,0.0,x,0,0,-45,-45,454.62089676454343,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,455.4050302938558,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,456.1890915536569,1698.0,500000
A,0.0,0.0,x,0,0,-45,-45,456.9730805439467,1697.0,500000
A,0.0,0.0,x,0,0,-45,-45,457.7569972647252,1692.0,500000
A,0.0,0.0,x,0,0,-45,-45,458.5408417159924,1701.0,500000
A,0.0,0.0,x,0,0,-45,-45,459.32461389774835,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,460.108313809993,1696.0,500000
A,0.0,0.0,x,0,0,-45,-45,460.8919414527263,1689.0,500000
A,0.0,0.0,x,0,0,-45,-45,461.67549682594836,1697.0,500000
A,0.0,0.0,x,0,0,-45,-45,462.4589799296591,1698.0,500000
A,0.0,0.0,x,0,0,-45,-45,463.24239076385857,1704.0,500000
A,0.0,0.0,x,0,0,-45,-45,464.02572932854673,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,464.8089956237236,1696.0,500000
A,0.0,0.0,x,0,0,-45,-45,465.5921896493892,1693.0,500000
A,0.0,0.0,x,0,0,-45,-45,466.37531140554347,1694.0,500000
A,0.0,0.0,x,0,0,-45,-45,467.15836089218647,1693.0,500000
A,0.0,0.0,x,0,0,-45,-45,467.94133810931817,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,468.7242430569386,1698.0,500000
A,0.0,0.0,x,0,0,-45,-45,469.5070757350477,1694.0,500000
A,0.0,0.0,x,0,0,-45,-45,470.2898361436455,1698.0,500000
A,0.0,0.0,x,0,0,-45,-45,471.07252428273205,1687.0,500000
A,0.0,0.0,x,0,0,-45,-45,471.8551401523073,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,472.63768375237123,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,473.4201550829239,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,474.20255414396524,1696.0,500000
A,0.0,0.0,x,0,0,-45,-45,474.9848809354953,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,475.7671354575141,1689.0,500000
A,0.0,0.0,x,0,0,-45,-45,476.54931771002157,1698.0,500000
A,0.0,0.0,x,0,0,-45,-45,477.33142769301776,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,478.11346540650266,1691.0,500000
A,0.0,0.0,x,0,0,-45,-45,478.89543085047626,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,479.67732402493857,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,480.4591449298896,1701.0,500000
A,0.0,0.0,x,0,0,-45,-45,481.2408935653293,1703.0,500000
A,0.0,0.0,x,0,0,-45,-45,482.02256993125775,1704.0,500000
A,0.0,0.0,x,0,0,-45,-45,482.8041740276749,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,483.58570585458074,1708.0,500000
A,0.0,0.0,x,0,0,-45,-45,484.3671654119753,1699.0,500000
A,0.0,0.0,x,0,0,-45,-45,485.14855269985856,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,485.9298677182305,1702.0,500000
A,0.0,0.0,x,0,0,-45,-45,486.7111104670912,1695.0,500000
A,0.0,0.0,x,0,0,-45,-45,487.4922809464406,1706.0,500000
A,0.0,0.0,x,0,0,-45,-45,488.2733791562787,1707.0,500000
A,0.0,0.0,x,0,0,-45,-45,489.0544050966055,1707.0,500000
A,0.0,0.0,x,0,0,-45,-45,489.835358767421,1700.0,500000
A,0.0,0.0,x,0,0,-45,-45,490.6162401687252,1711.0,500000
A,0.0,0.0,x,0,0,-45,-45,491.3970493005181,1709.0,500000
A,0.0,0.0,x,0,0,-45,-45,492.17778616279975,1710.0,500000
A,0.0,0.0,x,0,0,-45,-45,492.9584507555701,1714.0,500000
A,0.0,0.0,x,0,0,-45,-45,493.7390430788291,1712.0,500000
A,0.0,0.0,x,0,0,-45,-45,494.5195631325769,1704.0,500000
A,0.0,0.0,x,0,0,-45,-45,495.30001091681333,1707.0,500000
A,0.0,0.0,x,0,0,-45,-45,496.0803864315385,1715.0,500000
A,0.0,0.0,x,0,0,-45,-45,496.8606896767524,1717.0,500000
A,0.0,0.0,x,0,0,-45,-45,497.64092065245495,1710.0,500000
A,0.0,0.0,x,0,0,-45,-45,498.42107935864624,1721.0,500000
A,0.0,0.0,x,0,0,-45,-45,499.20116579532623,1714.0,500000
A,0.0,0.0,x,0,0,-45,-45,499.98117996249493,1725.0,500000
A,0.0,0.0,x,0,0,-45,-45,500.76112186015234,1714.0,500000
A,0.0,0.0,x,0,0,-45,-45,501.54099148829846,1720.0,500000
A,0.0,0.0,x,0,0,-45,-45,502.3207888469333,1720.0,500000
A,0.0,0.0,x,0,0,-45,-45,503.1005139360568,1722.0,500000
A,0.0,0.0,x,0,0,-45,-45,503.88016675566905,1723.0,500000
A,0.0,0.0,x,0,0,-45,-45,504.65974730577,1711.0,500000
A,0.0,0.0,x,0,0,-45,-45,505.43925558635965,1724.0,500000
A,0.0,0.0,x,0,0,-45,-45,506.218691597438,1726.0,500000
A,0.0,0.0,x,0,0,-45,-45,506.9980553390051,1722.0,500000
A,0.0,0.0,x,0,0,-45,-45,507.77734681106085,1724.0,500000
A,0.0,0.0,x,0,0,-45,-45,508.55656601360533,1734.0,500000
A,0.0,0.0,x,0,0,-45,-45,509.3357129466385,1734.0,500000
A,0.0,0.0,x,0,0,-45,-45,510.1147876101604,1739.0,500000
A,0.0,0.0,x,0,0,-45,-45,510.893790004171,1731.0,500000
A,0.0,0.0,x,0,0,-45,-45,511.67272012867033,1729.0,500000
A,0.0,0.0,x,0,0,-45,-45,512.4515779836584,1741.0,500000
A,0.0,0.0,x,0,0,-45,-45,513.2303635691351,1741.0,500000
A,0.0,0.0,x,0,0,-45,-45,514.0090768851005,1750.0,500000
A,0.0,0.0,x,0,0,-45,-45,514.7877179315547,1740.0,500000
A,0.0,0.0,x,0,0,-45,-45,515.5662867084975,1739.0,500000
A,0.0,0.0,x,0,0,-45,-45,516.344783215929,1746.0,500000
A,0.0,0.0,x,0,0,-45,-45,517.1232074538493,1748.0,500000
A,0.0,0.0,x,0,0,-45,-45,517.9015594222583,1752.0,500000
A,0.0,0.0,x,0,0,-45,-45,518.679839121156,1752.0,500000
A,0.0,0.0,x,0,0,-45,-45,519.4580465505423,1759.0,500000
A,0.0,0.0,x,0,0,-45,-45,520.2361817104174,1763.0,500000
A,0.0,0.0,x,0,0,-45,-45,521.0142446007812,1761.0,500000
A,0.0,0.0,x,0,0,-45,-45,521.7922352216337,1764.0,500000
A,0.0,0.0,x,0,0,-45,-45,522.570153572975,1771.0,500000
A,0.0,0.0,x,0,0,-45,-45,523.3479996548049,1767.0,500000
A,0.0,0.0,x,0,0,-45,-45,524.1257734671235,1774.0,500000
A,0.0,0.0,x,0,0,-45,-45,524.9034750099308,1781.0,500000
A,0.0,0.0,x,0,0,-45,-45,525.6811042832269,1787.0,500000
A,0.0,0.0,x,0,0,-45,-45,526.4586612870116,1790.0,500000
A,0.0,0.0,x,0,0,-45,-45,527.2361460212851,1796.0,500000
A,0.0,0.0,x,0,0,-45,-45,528.0135584860473,1804.0,500000
A,0.0,0.0,x,0,0,-45,-45,528.7908986812981,1802.0,500000
A,0.0,0.0,x,0,0,-45,-45,529.5681666070377,1812.0,500000
A,0.0,0.0,x,0,0,-45,-45,530.345362263266,1816.0,500000
A,0.0,0.0,x,0,0,-45,-45,531.122485649983,1813.0,500000
A,0.0,0.0,x,0,0,-45,-45,531.8995367671887,1827.0,500000
A,0.0,0.0,x,0,0,-45,-45,532.6765156148831,1842.0,500000
A,0.0,0.0,x,0,0,-45,-45,533.4534221930662,1833.0,500000
A,0.0,0.0,x,0,0,-45,-45,534.230256501738,1830.0,500000
A,0.0,0.0,x,0,0,-45,-45,535.0070185408986,1855.0,500000
A,0.0,0.0,x,0,0,-45,-45,535.7837083105478,1859.0,500000
A,0.0,0.0,x,0,0,-45,-45,536.5603258106858,1875.0,500000
A,0.0,0.0,x,0,0,-45,-45,537.3368710413124,1887.0,500000
A,0.0,0.0,x,0,0,-45,-45,538.1133440024278,1880.0,500000
A,0.0,0.0,x,0,0,-45,-45,538.8897446940318,1911.0,500000
A,0.0,0.0,x,0,0,-45,-45,539.6660731161246,1904.0,500000
A,0.0,0.0,x,0,0,-45,-45,540.4423292687061,1914.0,500000
A,0.0,0.0,x,0,0,-45,-45,541.2185131517763,1936.0,500000
A,0.0,0.0,x,0,0,-45,-45,541.9946247653352,1933.0,500000
A,0.0,0.0,x,0,0,-45,-45,542.7706641093828,1947.0,500000
A,0.0,0.0,x,0,0,-45,-45,543.5466311839191,1970.0,500000
A,0.0,0.0,x,0,0,-45,-45,544.3225259889441,1985.0,500000
A,0.0,0.0,x,0,0,-45,-45,545.0983485244578,2060.0,500000
A,0.0,0.0,x,0,0,-45,-45,545.8740987904603,2525.0,500000
A,0.0,0.0,x,0,0,-45,-45,546.6497767869514,3221.0,500000
A,0.0,0.0,x,0,0,-45,-45,547.4253825139313,3020.0,500000
A,0.0,0.0,x,0,0,-45,-45,548.2009159713998,2274.0,500000
A,0.0,0.0,x,0,0,-45,-45,548.9763771593571,2077.0,500000
A,0.0,0.0,x,0,0,-45,-45,549.751766077803,2062.0,500000
A,0.0,0.0,x,0,0,-45,-45,550.5270827267377,2075.0,500000
A,0.0,0.0,x,0,0,-45,-45,551.3023271061611,2084.0,500000
A,0.0,0.0,x,0,0,-45,-45,552.0774992160732,2092.0,500000
A,0.0,0.0,x,0,0,-45,-45,552.852599056474,2131.0,500000
A,0.0,0.0,x,0,0,-45,-45,553.6276266273635,2108.0,500000
A,0.0,0.0,x,0,0,-45,-45,554.4025819287417,2159.0,500000
A,0.0,0.0,x,0,0,-45,-45,555.1774649606086,2164.0,500000
A,0.0,0.0,x,0,0,-45,-45,555.9522757229643,2168.0,500000
A,0.0,0.0,x,0,0,-45,-45,556.7270142158086,2186.0,500000
A,0.0,0.0,x,0,0,-45,-45,557.5016804391416,2200.0,500000
A,0.0,0.0,x,0,0,-45,-45,558.2762743929634,2237.0,500000
A,0.0,0.0,x,0,0,-45,-45,559.0507960772738,2227.0,500000
A,0.0,0.0,x,0,0,-45,-45,559.825245492073,2258.0,500000
A,0.0,0.0,x,0,0,-45,-45,560.5996226373609,2251.0,500000
A,0.0,0.0,x,0,0,-45,-45,561.3739275131375,2286.0,500000
A,0.0,0.0,x,0,0,-45,-45,562.1481601194027,2297.0,500000
A,0.0,0.0,x,0,0,-45,-45,562.9223204561567,2320.0,500000
A,0.0,0.0,x,0,0,-45,-45,563.6964085233994,2311.0,500000
A,0.0,0.0,x,0,0,-45,-45,564.4704243211308,2342.0,500000
A,0.0,0.0,x,0,0,-45,-45,565.244367849351,2349.0,500000
A,0.0,0.0,x,0,0,-45,-45,566.0182391080598,2369.0,500000
A,0.0,0.0,x,0,0,-45,-45,566.7920380972573,2383.0,500000
A,0.0,0.0,x,0,0,-45,-45,567.5657648169436,2406.0,500000
A,0.0,0.0,x,0,0,-45,-45,568.3394192671185,2419.0,500000
A,0.0,0.0,x,0,0,-45,-45,569.1130014477822,2435.0,500000
A,0.0,0.0,x,0,0,-45,-45,569.8865113589345,2457.0,500000
A,0.0,0.0,x,0,0,-45,-45,570.6599490005756,2443.0,500000
A,0.0,0.0,x,0,0,-45,-45,571.4333143727054,2469.0,500000
A,0.0,0.0,x,0,0,-45,-45,572.2066074753238,2454.0,500000
A,0.0,0.0,x,0,0,-45,-45,572.979828308431,2481.0,500000
A,0.0,0.0,x,0,0,-45,-45,573.7529768720269,2505.0,500000
A,0.0,0.0,x,0,0,-45,-45,574.5260531661115,2510.0,500000
A,0.0,0.0,x,0,0,-45,-45,575.2990571906848,2536.0,500000
A,0.0,0.0,x,0,0,-45,-45,576.0719889457469,2535.0,500000
A,0.0,0.0,x,0,0,-45,-45,576.8448484312976,2620.0,500000
A,0.0,0.0,x,0,0,-45,-45,577.617635647337,2803.0,500000
A,0.0,0.0,x,0,0,-45,-45,578.3903505938652,2733.0,500000
A,0.0,0.0,x,0,0,-45,-45,579.162993270882,2739.0,500000
A,0.0,0.0,x,0,0,-45,-45,579.9355636783876,2781.0,500000
A,0.0,0.0,x,0,0,-45,-45,580.7080618163818,2663.0,500000
A,0.0,0.0,x,0,0,-45,-45,581.4804876848648,2589.0,500000
A,0.0,0.0,x,0,0,-45,-45,582.2528412838365,2585.0,500000
A,0.0,0.0,x,0,0,-45,-45,583.0251226132968,2589.0,500000
A,0.0,0.0,x,0,0,-45,-45,583.7973316732459,2563.0,500000
A,0.0,0.0,x,0,0,-45,-45,584.5694684636837,2592.0,500000
A,0.0,0.0,x,0,0,-45,-45,585.3415329846102,2588.0,500000
A,0.0,0.0,x,0,0,-45,-45,586.1135252360255,2595.0,500000
A,0.0,0.0,x,0,0,-45,-45,586.8854452179294,2586.0,500000
A,0.0,0.0,x,0,0,-45,-45,587.657292930322,2603.0,500000
A,0.0,0.0,x,0,0,-45,-45,588.4290683732033,2572.0,500000
A,0.0,0.0,x,0,0,-45,-45,589.2007715465734,2588.0,500000
A,0.0,0.0,x,0,0,-45,-45,589.9724024504321,2586.0,500000
A,0.0,0.0,x,0,0,-45,-45,590.7439610847796,2584.0,500000
A,0.0,0.0,x,0,0,-45,-45,591.5154474496157,2571.0,500000
A,0.0,0.0,x,0,0,-45,-45,592.2868615449406,2589.0,500000
A,0.0,0.0,x,0,0,-45,-45,593.0582033707542,2581.0,500000
A,0.0,0.0,x,0,0,-45,-45,593.8294729270565,2586.0,500000
A,0.0,0.0,x,0,0,-45,-45,594.6006702138475,2556.0,500000
A,0.0,0.0,x,0,0,-45,-45,595.3717952311272,2563.0,500000
A,0.0,0.0,x,0,0,-45,-45,596.1428479788956,2547.0,500000
A,0.0,0.0,x,0,0,-45,-45,596.9138284571527,2537.0,500000
A,0.0,0.0,x,0,0,-45,-45,597.6847366658985,2537.0,500000
A,0.0,0.0,x,0,0,-45,-45,598.455572605133,2533.0,500000
A,0.0,0.0,x,0,0,-45,-45,599.2263362748563,2520.0,500000
A,0.0,0.0,x,0,0,-45,-45,599.9970276750682,2508.0,500000
A,0.0,0.0,x,0,0,-45,-45,600.7676468057689,2510.0,500000
A,0.0,0.0,x,0,0,-45,-45,601.5381936669583,2497.0,500000
A,0.0,0.0,x,0,0,-45,-45,602.3086682586363,2513.0,500000
A,0.0,0.0,x,0,0,-45,-45,603.0790705808031,2507.0,500000
A,0.0,0.0,x,0,0,-45,-45,603.8494006334586,2485.0,500000
A,0.0,0.0,x,0,0,-45,-45,604.6196584166028,2470.0,500000
A,0.0,0.0,x,0,0,-45,-45,605.3898439302357,2444.0,500000
A,0.0,0.0,x,0,0,-45,-45,606.1599571743573,2450.0,500000
A,0.0,0.0,x,0,0,-45,-45,606.9299981489676,2435.0,500000
A,0.0,0.0,x,0,0,-45,-45,607.6999668540666,2421.0,500000
A,0.0,0.0,x,0,0,-45,-45,608.4698632896543,2421.0,500000
A,0.0,0.0,x,0,0,-45,-45,609.2396874557307,2392.0,500000
A,0.0,0.0,x,0,0,-45,-45,610.0094393522959,2378.0,500000
A,0.0,0.0,x,0,0,-45,-45,610.7791189793497,2374.0,500000
A,0.0,0.0,x,0,0,-45,-45,611.5487263368923,2365.0,500000
A,0.0,0.0,x,0,0,-45,-45,612.3182614249235,2353.0,500000
A,0.0,0.0,x,0,0,-45,-45,613.0877242434435,2353.0,500000
A,0.0,0.0,x,0,0,-45,-45,613.8571147924522,2324.0,500000
A,0.0,0.0,x,0,0,-45,-45,614.6264330719496,2319.0,500000
A,0.0,0.0,x,0,0,-45,-45,615.3956790819357,2310.0,500000
A,0.0,0.0,x,0,0,-45,-45,616.1648528224105,2284.0,500000
A,0.0,0.0,x,0,0,-45,-45,616.933954293374,2289.0,500000
A,0.0,0.0,x,0,0,-45,-45,617.7029834948262,2269.0,500000
A,0.0,0.0,x,0,0,-45,-45,618.4719404267671,2260.0,500000
A,0.0,0.0,x,0,0,-45,-45,619.2408250891967,2257.0,500000
A,0.0,0.0,x,0,0,-45,-45,620.0096374821151,2237.0,500000
A,0.0,0.0,x,0,0,-45,-45,620.7783776055221,2238.0,500000
A,0.0,0.0,x,0,0,-45,-45,621.5470454594179,2226.0,500000
A,0.0,0.0,x,0,0,-45,-45,622.3156410438023,2198.0,500000
A,0.0,0.0,x,0,0,-45,-45,623.0841643586755,2194.0,500000
A,0.0,0.0,x,0,0,-45,-45,623.8526154040374,2184.0,500000
A,0.0,0.0,x,0,0,-45,-45,624.6209941798879,2188.0,500000
A,0.0,0.0,x,0,0,-45,-45,625.3893006862272,2168.0,500000
A,0.0,0.0,x,0,0,-45,-45,626.1575349230552,2151.0,500000
A,0.0,0.0,x,0,0,-45,-45,626.9256968903719,2135.0,500000
A,0.0,0.0,x,0,0,-45,-45,627.6937865881773,2137.0,500000
A,0.0,0.0,x,0,0,-45,-45,628.4618040164714,2110.0,500000
A,0.0,0.0,x,0,0,-45,-45,629.2297491752543,2115.0,500000
A,0.0,0.0,x,0,0,-45,-45,629.9976220645258,2092.0,500000
A,0.0,0.0,x,0,0,-45,-45,630.765422684286,2104.0,500000
A,0.0,0.0,x,0,0,-45,-45,631.533151034535,2085.0,500000
A,0.0,0.0,x,0,0,-45,-45,632.3008071152726,2066.0,500000
A,0.0,0.0,x,0,0,-45,-45,633.068390926499,2047.0,500000
A,0.0,0.0,x,0,0,-45,-45,633.835902468214,2071.0,500000
A,0.0,0.0,x,0,0,-45,-45,634.6033417404178,2042.0,500000
A,0.0,0.0,x,0,0,-45,-45,635.3707087431103,2038.0,500000
A,0.0,0.0,x,0,0,-45,-45,636.1380034762915,2030.0,500000
A,0.0,0.0,x,0,0,-45,-45,636.9052259399614,2006.0,500000
A,0.0,0.0,x,0,0,-45,-45,637.67237613412,2011.0,500000
A,0.0,0.0,x,0,0,-45,-45,638.4394540587673,2011.0,500000
A,0.0,0.0,x,0,0,-45,-45,639.2064597139033,1991.0,500000
A,0.0,0.0,x,0,0,-45,-45,639.973393099528,1989.0,500000
A,0.0,0.0,x,0,0,-45,-45,640.7402542156415,1985.0,500000
A,0.0,0.0,x,0,0,-45,-45,641.5070430622436,1977.0,500000
A,0.0,0.0,x,0,0,-45,-45,642.2737596393345,1969.0,500000
A,0.0,0.0,x,0,0,-45,-45,643.040403946914,1963.0,500000
A,0.0,0.0,x,0,0,-45,-45,643.8069759849823,1961.0,500000
A,0.0,0.0,x,0,0,-45,-45,644.5734757535392,1936.0,500000
A,0.0,0.0,x,0,0,-45,-45,645.3399032525849,1921.0,500000
A,0.0,0.0,x,0,0,-45,-45,646.1062584821193,1930.0,500000
A,0.0,0.0,x,0,0,-45,-45,646.8725414421424,1919.0,500000
A,0.0,0.0,x,0,0,-45,-45,647.6387521326542,1906.0,500000
A,0.0,0.0,x,0,0,-45,-45,648.4048905536547,1904.0,500000
A,0.0,0.0,x,0,0,-45,-45,649.1709567051439,1912.0,500000
A,0.0,0.0,x,0,0,-45,-45,649.9369505871218,1887.0,500000
A,0.0,0.0,x,0,0,-45,-45,650.7028721995885,1889.0,500000
A,0.0,0.0,x,0,0,-45,-45,651.4687215425438,1867.0,500000
